City,Month,AQI,Range,Quality level,PM2.5,PM10,CO,SO2,NO2,O3,Unnamed: 11
Tianjin,2019-11-01,86.0,34~207,good,51.0,90.0,1.043,13.0,56.0,41.0,
Tianjin,2019-12-01,95.0,37~225,good,61.0,77.0,1.161,10.0,57.0,35.0,
Tianjin,2020-01-01,138.0,42~289,light pollution,101.0,105.0,1.448,12.0,60.0,50.0,
Tianjin,2020-02-01,87.0,32~219,good,61.0,62.0,0.931,9.0,33.0,68.0,
Tianjin,2020-03-01,70.0,40~147,good,43.0,67.0,0.7,8.0,37.0,89.0,
Tianjin,2020-04-01,80.0,45~174,good,40.0,79.0,0.68,9.0,34.0,123.0,
Tianjin,2020-05-01,84.0,42~166,good,35.0,63.0,0.732,7.0,32.0,129.0,
Tianjin,2020-06-01,116.0,55~203,light pollution,38.0,76.0,0.83,8.0,29.0,171.0,
Tianjin,2020-07-01,104.0,49~148,light pollution,41.0,53.0,0.852,5.0,23.0,163.0,
Tianjin,2020-08-01,87.0,33~143,good,34.0,45.0,0.942,5.0,26.0,136.0,
Tianjin,2020-09-01,67.0,29~161,good,29.0,44.0,0.86,7.0,35.0,113.0,
Tianjin,2020-10-01,86.0,31~176,good,54.0,80.0,0.852,10.0,52.0,78.0,
Tianjin,2020-11-01,79.0,35~160,good,47.0,76.0,0.89,10.0,53.0,47.0,
Tianjin,2020-12-01,86.0,32~199,good,53.0,78.0,0.984,12.0,56.0,38.0,
Tianjin,2021-01-01,86.0,30~168,good,45.0,74.0,1.055,11.0,50.0,46.0,
Tianjin,2021-02-01,89.0,37~219,good,57.0,85.0,0.943,10.0,40.0,70.0,
Tianjin,2021-03-01,131.0,41~500,light pollution,58.0,78.0,0.926,9.0,47.0,80.0,
Tianjin,2021-04-01,73.0,43~157,good,36.0,71.0,0.69,9.0,39.0,105.0,
Tianjin,2021-05-01,82.0,39~177,good,23.0,51.0,0.658,8.0,27.0,122.0,
Tianjin,2021-06-01,90.0,47~201,good,29.0,56.0,0.83,7.0,26.0,145.0,
Tianjin,2021-07-01,85.0,32~148,good,21.0,38.0,0.777,5.0,18.0,139.0,
Tianjin,2021-08-01,87.0,45~154,good,23.0,43.0,0.823,6.0,24.0,143.0,
Tianjin,2021-09-01,69.0,36~131,good,23.0,46.0,0.877,8.0,30.0,115.0,
Tianjin,2021-10-01,72.0,24~201,good,39.0,71.0,0.761,9.0,46.0,67.0,
Tianjin,2021-11-01,77.0,28~173,good,47.0,87.0,0.91,10.0,48.0,44.0,
Tianjin,2021-12-01,79.0,29~203,good,50.0,90.0,0.874,11.0,51.0,38.0,
Tianjin,2022-01-01,77.0,33~196,good,52.0,78.0,0.913,9.0,41.0,50.0,
Tianjin,2022-02-01,62.0,36~179,good,37.0,60.0,0.679,8.0,33.0,76.0,
Tianjin,2022-03-01,74.0,41~143,good,45.0,79.0,0.768,9.0,37.0,84.0,
Tianjin,2022-04-01,75.0,38~115,good,37.0,72.0,0.637,10.0,27.0,123.0,
Tianjin,2022-05-01,88.0,40~151,good,27.0,61.0,0.581,10.0,24.0,141.0,
Tianjin,2022-06-01,101.0,48~203,light pollution,29.0,53.0,0.76,9.0,20.0,159.0,
Tianjin,2022-07-01,91.0,30~149,good,23.0,39.0,0.7,7.0,18.0,147.0,
Tianjin,2022-08-01,72.0,31~140,good,22.0,36.0,0.652,7.0,20.0,124.0,
Tianjin,2022-09-01,92.0,38~153,good,29.0,62.0,0.663,10.0,31.0,148.0,
Tianjin,2022-10-01,67.0,26~144,good,40.0,72.0,0.639,9.0,42.0,78.0,
Tianjin,2022-11-01,89.0,,,60.0,94.0,0.867,9.0,44.0,49.0,
Tianjin,2022-12-01,80.0,,,40.0,92.0,0.671,8.0,42.0,48.0,
Chongqing,2014-01-01,172.0,97~248,moderately pollution,131.0,182.0,1.594,46.0,46.0,27.0,
Chongqing,2014-02-01,114.0,26~224,light pollution,86.0,118.0,1.375,34.0,34.0,32.0,
Chongqing,2014-03-01,77.0,39~143,good,56.0,89.0,1.139,39.0,39.0,62.0,
Chongqing,2014-04-01,62.0,30~90,good,43.0,69.0,1.137,26.0,35.0,70.0,
Chongqing,2014-05-01,72.0,33~137,good,48.0,85.0,1.045,21.0,36.0,80.0,
Chongqing,2014-06-01,61.0,24~145,good,36.0,58.0,1.067,13.0,33.0,79.0,
Chongqing,2014-07-01,86.0,32~172,good,31.0,62.0,0.852,17.0,31.0,138.0,
Chongqing,2014-08-01,73.0,23~136,good,32.0,59.0,0.939,16.0,31.0,119.0,
Chongqing,2014-09-01,61.0,14~100,good,39.0,67.0,1.08,14.0,32.0,76.0,
Chongqing,2014-10-01,96.0,44~213,good,70.0,104.0,1.11,18.0,44.0,62.0,
Chongqing,2014-11-01,116.0,47~194,light pollution,87.0,124.0,1.08,17.0,42.0,17.0,
Chongqing,2014-12-01,126.0,55~223,light pollution,96.0,119.0,1.384,23.0,42.0,17.0,
Chongqing,2015-01-01,160.0,50~262,moderately pollution,123.0,171.0,1.49,27.0,51.0,22.0,
Chongqing,2015-02-01,109.0,28~191,light pollution,82.0,115.0,1.171,18.0,44.0,45.0,
Chongqing,2015-03-01,73.0,42~115,good,51.0,86.0,1.135,18.0,47.0,74.0,
Chongqing,2015-04-01,74.0,23~130,good,46.0,80.0,0.993,16.0,47.0,108.0,
Chongqing,2015-05-01,67.0,38~94,good,40.0,73.0,0.916,13.0,44.0,93.0,
Chongqing,2015-06-01,57.0,33~104,good,36.0,60.0,0.967,9.0,36.0,74.0,
Chongqing,2015-07-01,70.0,33~107,good,46.0,78.0,0.958,13.0,39.0,102.0,
Chongqing,2015-08-01,70.0,32~126,good,43.0,69.0,0.961,12.0,39.0,103.0,
Chongqing,2015-09-01,59.0,30~102,good,34.0,54.0,1.123,12.0,40.0,68.0,
Chongqing,2015-10-01,71.0,42~112,good,48.0,77.0,1.142,16.0,49.0,60.0,
Chongqing,2015-11-01,66.0,40~100,good,47.0,70.0,1.347,17.0,41.0,20.0,
Chongqing,2015-12-01,90.0,44~182,good,65.0,89.0,1.165,23.0,48.0,20.0,
Chongqing,2016-01-01,96.0,43~202,good,71.0,91.0,1.335,20.0,49.0,24.0,
Chongqing,2016-02-01,96.0,32~205,good,71.0,90.0,1.024,15.0,47.0,57.0,
Chongqing,2016-03-01,82.0,30~148,good,57.0,85.0,0.955,18.0,55.0,78.0,
Chongqing,2016-04-01,71.0,40~122,good,45.0,67.0,0.83,12.0,51.0,70.0,
Chongqing,2016-05-01,77.0,35~141,good,48.0,78.0,0.777,10.0,43.0,107.0,
Chongqing,2016-06-01,75.0,29~158,good,42.0,63.0,0.75,9.0,39.0,114.0,
Chongqing,2016-07-01,69.0,35~140,good,34.0,58.0,0.723,11.0,35.0,112.0,
Chongqing,2016-08-01,72.0,35~116,good,41.0,64.0,0.806,11.0,36.0,109.0,
Chongqing,2016-09-01,95.0,52~186,good,70.0,93.0,1.0,11.0,49.0,75.0,
Chongqing,2016-10-01,61.0,39~94,good,40.0,62.0,0.984,11.0,43.0,51.0,
Chongqing,2016-11-01,78.0,35~123,good,53.0,82.0,1.123,15.0,52.0,24.0,
Chongqing,2016-12-01,100.0,52~152,light pollution,74.0,106.0,1.232,14.0,56.0,24.0,
Chongqing,2017-01-01,117.0,42~220,light pollution,88.0,121.0,1.306,16.0,53.0,28.0,
Chongqing,2017-02-01,87.0,45~164,good,63.0,89.0,1.214,13.0,50.0,40.0,
Chongqing,2017-03-01,69.0,43~113,good,45.0,75.0,1.023,15.0,54.0,49.0,
Chongqing,2017-04-01,65.0,35~97,good,35.0,64.0,0.93,13.0,48.0,82.0,
Chongqing,2017-05-01,77.0,36~145,good,36.0,65.0,0.91,12.0,47.0,112.0,
Chongqing,2017-06-01,76.0,41~131,good,35.0,58.0,0.957,10.0,44.0,108.0,
Chongqing,2017-07-01,93.0,38~193,good,26.0,52.0,0.8,11.0,36.0,146.0,
Chongqing,2017-08-01,85.0,30~163,good,23.0,45.0,0.803,10.0,33.0,139.0,
Chongqing,2017-09-01,56.0,28~100,good,24.0,43.0,0.907,9.0,38.0,72.0,
Chongqing,2017-10-01,52.0,25~111,good,27.0,43.0,0.948,9.0,40.0,41.0,
Chongqing,2017-11-01,80.0,47~132,good,56.0,88.0,1.073,13.0,54.0,40.0,
Chongqing,2017-12-01,109.0,49~202,light pollution,82.0,122.0,1.21,13.0,58.0,19.0,
Chongqing,2018-01-01,79.0,35~190,good,55.0,81.0,1.097,11.0,49.0,24.0,
Chongqing,2018-02-01,78.0,32~156,good,57.0,80.0,0.993,9.0,41.0,46.0,
Chongqing,2018-03-01,59.0,37~93,good,32.0,57.0,0.903,9.0,45.0,61.0,
Chongqing,2018-04-01,62.0,29~108,good,27.0,57.0,0.797,9.0,41.0,98.0,
Chongqing,2018-05-01,67.0,29~130,good,26.0,51.0,0.771,8.0,40.0,100.0,
Chongqing,2018-06-01,69.0,36~172,good,25.0,44.0,0.763,8.0,38.0,104.0,
Chongqing,2018-07-01,70.0,32~126,good,22.0,39.0,0.665,7.0,29.0,116.0,
Chongqing,2018-08-01,93.0,40~138,good,26.0,46.0,0.726,8.0,35.0,150.0,
Chongqing,2018-09-01,54.0,32~111,good,25.0,41.0,0.767,7.0,36.0,63.0,
Chongqing,2018-10-01,61.0,38~108,good,39.0,62.0,0.906,8.0,46.0,33.0,
Chongqing,2018-11-01,67.0,32~100,good,46.0,69.0,0.887,10.0,45.0,28.0,
Chongqing,2018-12-01,73.0,33~178,good,52.0,74.0,0.958,9.0,41.0,17.0,
Chongqing,2019-01-01,100.0,48~175,light pollution,74.0,102.0,1.135,9.0,47.0,26.0,
Chongqing,2019-02-01,66.0,28~113,good,48.0,65.0,0.9,9.0,31.0,52.0,
Chongqing,2019-03-01,68.0,37~104,good,46.0,71.0,0.806,9.0,46.0,70.0,
Chongqing,2019-04-01,73.0,34~137,good,30.0,52.0,0.783,8.0,39.0,114.0,
Chongqing,2019-05-01,60.0,30~108,good,32.0,53.0,0.787,6.0,36.0,91.0,
Chongqing,2019-06-01,61.0,33~153,good,24.0,40.0,0.83,6.0,34.0,98.0,
Chongqing,2019-07-01,71.0,32~158,good,21.0,36.0,0.761,6.0,30.0,118.0,
Chongqing,2019-08-01,101.0,35~203,light pollution,24.0,44.0,0.739,8.0,33.0,156.0,
Chongqing,2019-09-01,66.0,32~128,good,30.0,49.0,0.783,7.0,38.0,101.0,
Chongqing,2019-10-01,49.0,27~95,excellent,24.0,38.0,0.797,6.0,35.0,51.0,
Chongqing,2019-11-01,56.0,37~84,good,36.0,57.0,0.817,7.0,40.0,26.0,
Chongqing,2019-12-01,88.0,42~149,good,65.0,92.0,1.032,9.0,49.0,20.0,
Chongqing,2020-01-01,70.0,32~119,good,50.0,68.0,1.0,8.0,38.0,31.0,
Chongqing,2020-02-01,69.0,32~113,good,49.0,63.0,0.81,6.0,24.0,49.0,
Chongqing,2020-03-01,60.0,29~100,good,37.0,60.0,0.748,8.0,37.0,75.0,
Chongqing,2020-04-01,64.0,35~110,good,33.0,56.0,0.793,8.0,48.0,83.0,
Chongqing,2020-05-01,81.0,35~163,good,28.0,52.0,0.723,8.0,41.0,125.0,
Chongqing,2020-06-01,68.0,32~163,good,22.0,40.0,0.767,7.0,38.0,103.0,
Chongqing,2020-07-01,59.0,32~120,good,16.0,32.0,0.732,7.0,32.0,88.0,
Chongqing,2020-08-01,80.0,33~161,good,18.0,36.0,0.635,8.0,31.0,132.0,
Chongqing,2020-09-01,54.0,33~119,good,19.0,33.0,0.743,7.0,38.0,68.0,
Chongqing,2020-10-01,52.0,32~104,good,26.0,46.0,0.829,7.0,40.0,28.0,
Chongqing,2020-11-01,65.0,35~100,good,37.0,65.0,0.92,9.0,51.0,45.0,
Chongqing,2020-12-01,81.0,42~190,good,57.0,84.0,0.929,9.0,46.0,19.0,
Chongqing,2021-01-01,88.0,45~148,good,65.0,93.0,0.887,10.0,46.0,34.0,
Chongqing,2021-02-01,73.0,28~120,good,53.0,72.0,0.8,9.0,36.0,62.0,
Chongqing,2021-03-01,53.0,33~75,good,32.0,57.0,0.787,9.0,37.0,57.0,
Chongqing,2021-04-01,46.0,28~96,excellent,25.0,42.0,0.693,9.0,31.0,59.0,
Chongqing,2021-05-01,56.0,30~133,good,30.0,48.0,0.668,9.0,32.0,84.0,
Chongqing,2021-06-01,57.0,23~112,good,26.0,42.0,0.647,9.0,29.0,99.0,
Chongqing,2021-07-01,63.0,29~141,good,17.0,31.0,0.619,8.0,24.0,111.0,
Chongqing,2021-08-01,59.0,27~154,good,18.0,31.0,0.623,8.0,22.0,101.0,
Chongqing,2021-09-01,56.0,29~98,good,20.0,35.0,0.66,9.0,25.0,101.0,
Chongqing,2021-10-01,45.0,21~103,excellent,24.0,38.0,0.603,9.0,26.0,58.0,
Chongqing,2021-11-01,68.0,38~113,good,48.0,72.0,0.693,11.0,37.0,35.0,
Chongqing,2021-12-01,82.0,35~152,good,60.0,84.0,0.819,12.0,41.0,36.0,
Chongqing,2022-01-01,71.0,23~127,good,52.0,71.0,0.91,10.0,36.0,34.0,
Chongqing,2022-02-01,48.0,24~88,excellent,32.0,48.0,0.732,9.0,27.0,60.0,
Chongqing,2022-03-01,57.0,20~89,good,31.0,56.0,0.774,11.0,34.0,83.0,
Chongqing,2022-04-01,57.0,27~101,good,22.0,42.0,0.667,10.0,29.0,102.0,
Chongqing,2022-05-01,56.0,27~101,good,18.0,32.0,0.694,9.0,28.0,97.0,
Chongqing,2022-06-01,61.0,29~131,good,19.0,35.0,0.687,9.0,28.0,106.0,
Chongqing,2022-07-01,78.0,35~136,good,16.0,30.0,0.594,8.0,22.0,132.0,
Chongqing,2022-08-01,66.0,32~90,good,14.0,24.0,0.561,8.0,17.0,118.0,
Chongqing,2022-09-01,63.0,27~118,good,31.0,45.0,0.673,9.0,26.0,105.0,
Chongqing,2022-10-01,59.0,18~83,excellent,36.0,55.0,0.648,11.0,33.0,71.0,
Chongqing,2022-11-01,62.0,,,44.0,61.0,0.743,10.0,29.0,61.0,
Chongqing,2022-12-01,82.0,,,61.0,81.0,0.819,10.0,37.0,33.0,
Hangzhou,2014-01-01,136.0,53~265,light pollution,103.0,142.0,1.155,33.0,61.0,49.0,
Hangzhou,2014-02-01,81.0,20~252,good,60.0,71.0,0.879,19.0,39.0,55.0,
Hangzhou,2014-03-01,82.0,46~139,good,59.0,95.0,0.826,23.0,50.0,86.0,
Hangzhou,2014-04-01,83.0,37~140,good,60.0,96.0,0.77,22.0,51.0,90.0,
Hangzhou,2014-05-01,91.0,46~151,good,59.0,115.0,0.823,19.0,46.0,128.0,
Hangzhou,2014-06-01,89.0,36~181,good,54.0,88.0,0.813,13.0,40.0,130.0,
Hangzhou,2014-07-01,84.0,36~150,good,44.0,72.0,0.768,10.0,34.0,129.0,
Hangzhou,2014-08-01,75.0,27~120,good,45.0,70.0,0.903,12.0,35.0,118.0,
Hangzhou,2014-09-01,74.0,28~162,good,46.0,70.0,0.813,15.0,34.0,118.0,
Hangzhou,2014-10-01,88.0,49~146,good,59.0,98.0,0.848,21.0,47.0,128.0,
Hangzhou,2014-11-01,101.0,41~164,light pollution,75.0,107.0,1.05,22.0,59.0,67.0,
Hangzhou,2014-12-01,100.0,57~145,good,72.0,117.0,1.006,32.0,61.0,49.0,
Hangzhou,2015-01-01,118.0,31~236,light pollution,89.0,120.0,1.223,25.0,62.0,48.0,
Hangzhou,2015-02-01,88.0,30~179,good,65.0,87.0,0.95,13.0,39.0,73.0,
Hangzhou,2015-03-01,76.0,45~138,good,53.0,81.0,0.839,15.0,47.0,82.0,
Hangzhou,2015-04-01,82.0,35~136,good,54.0,89.0,0.847,17.0,48.0,118.0,
Hangzhou,2015-05-01,94.0,40~169,good,54.0,82.0,0.758,15.0,41.0,138.0,
Hangzhou,2015-06-01,68.0,36~104,good,40.0,61.0,0.737,9.0,36.0,106.0,
Hangzhou,2015-07-01,64.0,21~115,good,31.0,49.0,0.706,10.0,31.0,106.0,
Hangzhou,2015-08-01,81.0,27~138,good,39.0,61.0,0.797,13.0,34.0,131.0,
Hangzhou,2015-09-01,91.0,31~172,good,43.0,67.0,0.837,16.0,43.0,137.0,
Hangzhou,2015-10-01,83.0,48~143,good,56.0,90.0,0.861,18.0,53.0,115.0,
Hangzhou,2015-11-01,80.0,39~147,good,52.0,77.0,1.107,15.0,57.0,38.0,
Hangzhou,2015-12-01,123.0,56~283,light pollution,90.0,135.0,1.19,20.0,65.0,40.0,
Hangzhou,2016-01-01,111.0,56~222,light pollution,80.0,119.0,1.061,17.0,63.0,48.0,
Hangzhou,2016-02-01,89.0,38~162,good,64.0,101.0,0.848,14.0,41.0,84.0,
Hangzhou,2016-03-01,99.0,40~217,good,72.0,123.0,0.832,16.0,58.0,103.0,
Hangzhou,2016-04-01,83.0,46~143,good,46.0,82.0,0.81,11.0,50.0,115.0,
Hangzhou,2016-05-01,85.0,52~128,good,46.0,77.0,0.829,9.0,43.0,123.0,
Hangzhou,2016-06-01,74.0,34~152,good,36.0,58.0,0.75,8.0,36.0,117.0,
Hangzhou,2016-07-01,81.0,25~173,good,32.0,55.0,0.723,8.0,32.0,129.0,
Hangzhou,2016-08-01,93.0,23~144,good,25.0,41.0,0.626,9.0,20.0,149.0,
Hangzhou,2016-09-01,75.0,27~141,good,33.0,50.0,0.697,10.0,30.0,118.0,
Hangzhou,2016-10-01,60.0,38~87,good,32.0,54.0,0.797,12.0,45.0,65.0,
Hangzhou,2016-11-01,79.0,35~139,good,52.0,85.0,0.973,13.0,56.0,49.0,
Hangzhou,2016-12-01,98.0,44~158,good,69.0,110.0,1.123,15.0,63.0,50.0,
Hangzhou,2017-01-01,90.0,38~210,good,63.0,90.0,1.087,14.0,50.0,53.0,
Hangzhou,2017-02-01,91.0,37~175,good,67.0,92.0,0.964,14.0,51.0,83.0,
Hangzhou,2017-03-01,79.0,42~157,good,54.0,86.0,0.874,13.0,54.0,90.0,
Hangzhou,2017-04-01,90.0,41~140,good,47.0,82.0,0.93,13.0,49.0,137.0,
Hangzhou,2017-05-01,105.0,43~195,light pollution,41.0,72.0,0.855,11.0,45.0,154.0,
Hangzhou,2017-06-01,73.0,37~194,good,30.0,45.0,0.84,8.0,34.0,115.0,
Hangzhou,2017-07-01,89.0,38~201,good,27.0,47.0,0.723,8.0,28.0,144.0,
Hangzhou,2017-08-01,77.0,33~132,good,23.0,38.0,0.745,7.0,28.0,129.0,
Hangzhou,2017-09-01,82.0,33~177,good,32.0,51.0,0.957,9.0,38.0,118.0,
Hangzhou,2017-10-01,62.0,33~140,good,32.0,58.0,0.881,11.0,42.0,91.0,
Hangzhou,2017-11-01,77.0,35~112,good,48.0,84.0,1.02,12.0,58.0,61.0,
Hangzhou,2017-12-01,104.0,62~236,light pollution,73.0,118.0,1.281,14.0,67.0,26.0,
Hangzhou,2018-01-01,94.0,42~182,good,65.0,94.0,0.958,12.0,55.0,39.0,
Hangzhou,2018-02-01,80.0,27~173,good,57.0,85.0,0.875,10.0,40.0,64.0,
Hangzhou,2018-03-01,68.0,39~127,good,43.0,70.0,0.845,8.0,47.0,82.0,
Hangzhou,2018-04-01,82.0,40~154,good,42.0,85.0,0.78,9.0,46.0,112.0,
Hangzhou,2018-05-01,77.0,30~132,good,35.0,61.0,0.803,8.0,37.0,121.0,
Hangzhou,2018-06-01,83.0,34~152,good,27.0,46.0,0.69,8.0,30.0,136.0,
Hangzhou,2018-07-01,70.0,27~168,good,20.0,36.0,0.619,6.0,22.0,117.0,
Hangzhou,2018-08-01,71.0,29~140,good,19.0,34.0,0.723,7.0,21.0,119.0,
Hangzhou,2018-09-01,77.0,32~178,good,25.0,50.0,0.82,9.0,33.0,121.0,
Hangzhou,2018-10-01,71.0,47~115,good,33.0,64.0,0.816,10.0,44.0,107.0,
Hangzhou,2018-11-01,66.0,38~137,good,39.0,69.0,0.927,9.0,51.0,49.0,
Hangzhou,2018-12-01,77.0,37~155,good,49.0,80.0,1.032,9.0,52.0,30.0,
Hangzhou,2019-01-01,93.0,40~165,good,66.0,94.0,1.119,9.0,51.0,41.0,
Hangzhou,2019-02-01,67.0,31~179,good,46.0,63.0,0.939,8.0,32.0,58.0,
Hangzhou,2019-03-01,68.0,42~129,good,44.0,76.0,0.806,9.0,45.0,89.0,
Hangzhou,2019-04-01,72.0,43~129,good,38.0,69.0,0.753,7.0,45.0,99.0,
Hangzhou,2019-05-01,95.0,34~170,good,34.0,67.0,0.665,7.0,40.0,144.0,
Hangzhou,2019-06-01,90.0,42~155,good,29.0,49.0,0.683,5.0,32.0,136.0,
Hangzhou,2019-07-01,73.0,36~127,good,22.0,40.0,0.603,4.0,27.0,125.0,
Hangzhou,2019-08-01,81.0,22~157,good,23.0,42.0,0.629,5.0,25.0,130.0,
Hangzhou,2019-09-01,98.0,39~171,good,28.0,51.0,0.703,6.0,37.0,148.0,
Hangzhou,2019-10-01,74.0,27~130,good,37.0,74.0,0.761,7.0,48.0,102.0,
Hangzhou,2019-11-01,74.0,35~105,good,39.0,85.0,0.777,7.0,55.0,71.0,
Hangzhou,2019-12-01,79.0,47~122,good,50.0,86.0,0.9,7.0,57.0,43.0,
Hangzhou,2020-01-01,68.0,32~150,good,44.0,64.0,0.945,6.0,36.0,50.0,
Hangzhou,2020-02-01,48.0,22~86,excellent,28.0,44.0,0.634,5.0,18.0,81.0,
Hangzhou,2020-03-01,56.0,32~84,good,27.0,51.0,0.684,5.0,40.0,79.0,
Hangzhou,2020-04-01,75.0,38~111,good,34.0,72.0,0.66,7.0,47.0,123.0,
Hangzhou,2020-05-01,83.0,44~166,good,30.0,57.0,0.687,5.0,37.0,128.0,
Hangzhou,2020-06-01,56.0,33~94,good,19.0,34.0,0.65,4.0,31.0,91.0,
Hangzhou,2020-07-01,56.0,28~122,good,20.0,35.0,0.665,4.0,31.0,86.0,
Hangzhou,2020-08-01,71.0,28~121,good,19.0,38.0,0.545,5.0,24.0,123.0,
Hangzhou,2020-09-01,81.0,42~157,good,26.0,48.0,0.69,5.0,40.0,120.0,
Hangzhou,2020-10-01,66.0,34~100,good,24.0,52.0,0.639,6.0,44.0,104.0,
Hangzhou,2020-11-01,64.0,42~95,good,30.0,64.0,0.8,7.0,49.0,66.0,
Hangzhou,2020-12-01,86.0,39~137,good,58.0,103.0,0.968,8.0,61.0,38.0,
Hangzhou,2021-01-01,75.0,38~103,good,46.0,95.0,0.813,7.0,48.0,55.0,
Hangzhou,2021-02-01,55.0,29~95,good,32.0,56.0,0.661,5.0,25.0,79.0,
Hangzhou,2021-03-01,61.0,39~101,good,26.0,54.0,0.668,5.0,40.0,82.0,
Hangzhou,2021-04-01,67.0,35~115,good,26.0,51.0,0.617,6.0,38.0,102.0,
Hangzhou,2021-05-01,72.0,35~133,good,24.0,48.0,0.635,5.0,30.0,119.0,
Hangzhou,2021-06-01,77.0,29~152,good,22.0,39.0,0.563,5.0,28.0,124.0,
Hangzhou,2021-07-01,56.0,19~127,good,15.0,29.0,0.526,5.0,19.0,100.0,
Hangzhou,2021-08-01,73.0,34~157,good,20.0,35.0,0.574,5.0,22.0,123.0,
Hangzhou,2021-09-01,87.0,18~193,good,25.0,46.0,0.62,6.0,28.0,140.0,
Hangzhou,2021-10-01,59.0,29~122,good,22.0,45.0,0.597,6.0,35.0,94.0,
Hangzhou,2021-11-01,60.0,34~90,good,30.0,65.0,0.667,7.0,45.0,64.0,
Hangzhou,2021-12-01,72.0,35~132,good,48.0,89.0,0.819,8.0,52.0,53.0,
Hangzhou,2022-01-01,80.0,33~159,good,56.0,84.0,0.861,6.0,44.0,55.0,
Hangzhou,2022-02-01,60.0,30~166,good,40.0,59.0,0.668,6.0,32.0,79.0,
Hangzhou,2022-03-01,63.0,33~129,good,29.0,56.0,0.71,6.0,40.0,99.0,
Hangzhou,2022-04-01,76.0,32~121,good,33.0,65.0,0.65,6.0,37.0,124.0,
Hangzhou,2022-05-01,82.0,38~139,good,26.0,47.0,0.619,6.0,32.0,131.0,
Hangzhou,2022-06-01,72.0,28~164,good,20.0,36.0,0.637,6.0,22.0,122.0,
Hangzhou,2022-07-01,74.0,41~158,good,18.0,33.0,0.584,6.0,19.0,127.0,
Hangzhou,2022-08-01,92.0,41~143,good,21.0,38.0,0.626,6.0,20.0,149.0,
Hangzhou,2022-09-01,84.0,25~158,good,21.0,41.0,0.6,6.0,25.0,133.0,
Hangzhou,2022-10-01,59.0,29~114,good,21.0,42.0,0.6,7.0,31.0,99.0,
Hangzhou,2022-11-01,52.0,,,27.0,48.0,0.71,7.0,38.0,62.0,
Hangzhou,2022-12-01,69.0,,,41.0,67.0,0.742,8.0,42.0,46.0,
Harbin,2014-01-01,160.0,54~412,moderately pollution,123.0,164.0,1.41,126.0,68.0,33.0,
Harbin,2014-02-01,150.0,46~308,moderately pollution,114.0,163.0,1.479,116.0,73.0,54.0,
Harbin,2014-03-01,81.0,43~213,good,56.0,96.0,0.916,68.0,62.0,62.0,
Harbin,2014-04-01,79.0,50~134,good,49.0,104.0,0.733,30.0,56.0,92.0,
Harbin,2014-05-01,53.0,24~129,good,28.0,55.0,0.658,15.0,40.0,80.0,
Harbin,2014-06-01,58.0,29~119,good,30.0,61.0,0.733,13.0,38.0,93.0,
Harbin,2014-07-01,74.0,24~249,good,49.0,72.0,0.771,8.0,35.0,100.0,
Harbin,2014-08-01,53.0,23~74,good,29.0,54.0,0.681,10.0,41.0,90.0,
Harbin,2014-09-01,44.0,22~73,excellent,22.0,47.0,0.59,15.0,35.0,60.0,
Harbin,2014-10-01,151.0,29~446,moderately pollution,120.0,160.0,0.987,45.0,58.0,61.0,
Harbin,2014-11-01,184.0,50~375,moderately pollution,145.0,194.0,1.06,84.0,60.0,43.0,
Harbin,2014-12-01,137.0,58~220,light pollution,99.0,140.0,1.042,139.0,60.0,29.0,
Harbin,2015-01-01,156.0,47~287,moderately pollution,120.0,156.0,1.252,153.0,76.0,33.0,
Harbin,2015-02-01,150.0,45~381,moderately pollution,113.0,154.0,1.282,91.0,69.0,51.0,
Harbin,2015-03-01,90.0,45~217,good,63.0,105.0,1.032,43.0,51.0,65.0,
Harbin,2015-04-01,81.0,40~134,good,52.0,102.0,0.683,19.0,45.0,57.0,
Harbin,2015-05-01,54.0,25~132,good,27.0,64.0,0.548,9.0,35.0,61.0,
Harbin,2015-06-01,66.0,35~113,good,34.0,58.0,0.667,8.0,33.0,106.0,
Harbin,2015-07-01,69.0,34~117,good,31.0,52.0,0.842,6.0,37.0,109.0,
Harbin,2015-08-01,48.0,28~100,excellent,24.0,41.0,0.784,5.0,32.0,76.0,
Harbin,2015-09-01,50.0,32~80,excellent,22.0,48.0,0.757,8.0,37.0,64.0,
Harbin,2015-10-01,82.0,26~211,good,57.0,83.0,0.994,18.0,42.0,60.0,
Harbin,2015-11-01,178.0,50~500,moderately pollution,148.0,178.0,1.403,39.0,62.0,37.0,
Harbin,2015-12-01,182.0,50~414,moderately pollution,145.0,188.0,1.668,71.0,77.0,30.0,
Harbin,2016-01-01,127.0,53~234,light pollution,96.0,119.0,1.387,74.0,63.0,34.0,
Harbin,2016-02-01,92.0,40~195,good,67.0,90.0,1.434,56.0,56.0,49.0,
Harbin,2016-03-01,82.0,38~172,good,55.0,97.0,1.319,36.0,47.0,63.0,
Harbin,2016-04-01,73.0,39~169,good,40.0,87.0,1.067,17.0,37.0,72.0,
Harbin,2016-05-01,60.0,37~103,good,27.0,60.0,0.984,10.0,31.0,96.0,
Harbin,2016-06-01,55.0,33~107,good,25.0,40.0,0.93,8.0,32.0,99.0,
Harbin,2016-07-01,54.0,29~89,good,24.0,42.0,0.923,6.0,33.0,93.0,
Harbin,2016-08-01,50.0,22~88,excellent,23.0,45.0,0.932,9.0,32.0,86.0,
